id,name,code,category_id/id,appears_on_payslip,amount_python_compute,note,sequence,amount_select
hr_payroll_rules_09_dias,Acumulado dias,ACUMULADO_DIAS,l10n_cu_hr_payroll_enterprise.hr_salary_rule_category_asign,1,result = WORK100 and (WORK100 * 0.0909) or 0,Asignar vacaciones,9,code
